Wall time,Step,Value
1620405849.86572,1,-403.15625
1620405878.887651,20,-483.7875061035156
1620405887.659631,40,-413.15313720703125
1620405894.345258,60,-406.1312561035156
1620405905.847528,80,-411.23126220703125
1620405929.125916,100,-412.0062561035156
