Wall time,Step,Value
1620405849.86576,1,-200.0
1620405878.887684,20,-97.2593765258789
1620405887.659672,40,-402.15625
1620405894.345279,60,-402.13751220703125
1620405905.847559,80,-402.1187438964844
1620405929.1259332,100,-404.1312561035156
